"","N_B_RNA3","N_B_RNA5","M_W_RNA6","N_B_RNA10","N_B_RNA11","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17"
"ENSG00000229195.1",5,28,16,31,19,0,6,4,17
"ENSG00000232411.1",0,59,10,31,42,31,30,5,32
"ENSG00000123607.14",625,2874,1481,3193,2556,4546,1766,1034,3273
"ENSG00000224490.5",0,0,2,0,0,0,0,0,0
"ENSG00000236107.8",0,8,1,7,16,56,19,1,24
"ENSG00000144285.19",0,0,1,0,0,0,1,0,0
"ENSG00000238813.1",0,0,0,0,0,0,0,0,0
"ENSG00000222376.1",0,0,0,0,0,0,0,0,0
"ENSG00000169432.15",13,146,17,145,105,152,103,40,69
"ENSG00000136546.14",202,1274,850,430,354,444,1161,314,328
"ENSG00000283657.1",0,0,0,0,0,0,0,0,0
"ENSG00000163092.19",0,0,910,0,24,0,0,0,0
"ENSG00000225182.1",0,0,0,0,0,0,0,0,0
"ENSG00000254552.1",0,0,0,0,0,0,0,0,0
"ENSG00000228222.1",0,0,1,0,2,0,0,0,2
"ENSG00000238357.1",0,0,0,0,0,0,0,0,0
"ENSG00000214211.2",0,0,0,0,0,0,0,0,0
"ENSG00000235335.2",0,0,5,0,0,0,3,3,0
"ENSG00000172318.5",0,8,10,7,12,71,15,10,16
"ENSG00000198648.10",744,3668,6753,2985,5460,6412,2496,3922,3948
"ENSG00000238259.1",9,24,36,20,16,9,14,25,51
"ENSG00000241074.3",4,0,0,0,4,0,2,0,0
"ENSG00000172292.14",541,2858,4085,2482,4472,6241,1628,3162,2762
"ENSG00000265694.1",0,4,0,7,4,0,8,6,6
"ENSG00000199348.1",0,0,0,0,0,0,0,0,0
"ENSG00000227617.8",0,1,0,0,1,0,4,0,0
"ENSG00000163072.15",192,737,1655,733,1013,2866,499,93,383
"ENSG00000152253.8",0,12,26,16,7,69,2,16,0
"ENSG00000152254.10",3,0,2,0,9,0,2,0,2
"ENSG00000073734.9",0,0,22,4,7,42,0,3,4
"ENSG00000073737.16",0,19,7,8,21,21,6,11,14
"ENSG00000235321.1",0,0,0,0,0,0,0,0,0
"ENSG00000235995.1",0,0,0,0,0,0,0,0,0
"ENSG00000081479.13",2,64,37,53,38,17,58,99,38
"ENSG00000163093.11",15,116,78,90,112,46,87,48,53
"ENSG00000251569.1",0,0,0,0,0,0,0,0,0
"ENSG00000239474.6",8,16,173,26,42,30,23,12,22
"ENSG00000138399.17",74,403,323,442,470,525,300,275,573
"ENSG00000229827.1",0,0,0,3,3,0,0,1,7
"ENSG00000138398.15",432,3052,2301,2785,3770,4257,2739,1318,3200
"ENSG00000154479.12",7,2,16,10,32,24,19,5,12
"ENSG00000226072.1",0,0,1,0,0,0,3,0,1
"ENSG00000144362.11",9,255,272,261,361,296,204,152,369
"ENSG00000213160.9",136,1008,1531,843,1516,1914,808,861,1004
"ENSG00000206961.1",0,0,0,0,0,0,0,0,2
"ENSG00000231550.1",0,0,0,4,0,0,0,0,0
"ENSG00000214369.2",0,0,0,0,0,0,0,0,1
"ENSG00000138385.15",278,2311,2241,1730,2684,4304,1639,1064,2224
"ENSG00000138382.14",27,426,562,368,712,735,272,296,397
"ENSG00000144357.16",727,6228,5646,4895,8456,7063,3619,2145,5665
"ENSG00000227176.1",0,0,0,0,0,0,0,0,0
"ENSG00000252807.1",0,0,0,0,0,0,0,0,0
"ENSG00000071909.18",8,3,15,3,13,12,8,6,11
"ENSG00000231898.8",0,3,0,0,0,0,0,0,0
"ENSG00000214821.4",0,0,0,0,0,0,0,0,0
"ENSG00000213981.8",0,3,11,0,1,23,2,4,2
"ENSG00000275414.1",0,0,0,0,0,0,0,0,0
"ENSG00000222033.1",3,1,10,4,11,0,2,17,7
"ENSG00000204335.3",3,21,82,21,72,5,26,141,25
"ENSG00000234350.4",0,0,11,15,12,10,9,11,10
"ENSG00000128692.8",22,23,61,29,52,48,21,42,22
"ENSG00000239467.5",0,8,54,15,30,26,23,57,20
"ENSG00000222509.1",0,0,0,0,0,0,0,1,0
"ENSG00000204334.7",0,10,31,5,13,14,9,29,11
"ENSG00000128683.13",0,12,57,32,34,23,37,75,25
"ENSG00000235934.1",0,0,0,0,0,0,0,0,0
"ENSG00000115806.12",417,1171,2034,1049,1910,1657,911,800,1559
"ENSG00000198586.13",719,4196,4835,3338,5754,7250,2972,2081,4354
"ENSG00000123600.19",232,870,952,699,848,1003,641,460,914
"ENSG00000224553.1",3,3,2,5,3,0,3,4,4
"ENSG00000115827.13",103,1008,1105,846,1425,1076,688,497,1108
"ENSG00000228507.1",0,1,0,2,0,0,1,0,0
"ENSG00000234061.1",0,1,0,0,0,0,0,0,1
"ENSG00000233762.3",25,6,20,17,14,0,4,37,11
"ENSG00000071967.11",834,4463,2081,3416,2325,1691,2838,1469,5032
"ENSG00000233934.2",0,0,0,0,0,0,0,0,0
"ENSG00000077380.15",692,3277,3905,2885,3735,4274,2038,1423,3534
"ENSG00000115840.13",269,1154,514,944,856,496,675,382,1044
"ENSG00000252779.1",0,7,1,3,0,0,2,1,3
"ENSG00000128708.12",118,1279,1943,1138,1706,2114,846,652,1478
"ENSG00000172878.13",31,137,321,187,265,380,117,191,240
"ENSG00000144355.14",0,0,148,0,0,256,0,197,8
"ENSG00000115844.10",0,0,129,0,0,4,0,8,0
"ENSG00000236651.1",0,0,2,0,0,5,0,0,0
"ENSG00000232555.1",0,13,7,13,7,0,2,2,6
"ENSG00000278924.1",0,0,4,0,0,0,0,1,0
"ENSG00000091409.14",1094,6907,5785,6871,8725,6727,3073,3096,8823
"ENSG00000226963.1",0,0,1,5,1,0,1,1,1
"ENSG00000232788.1",7,7,0,0,0,0,2,1,2
"ENSG00000225205.5",13,6,1,3,8,18,7,7,19
"ENSG00000152256.13",178,542,859,484,1016,936,398,457,582
"ENSG00000199866.1",0,0,0,0,0,0,0,0,0
"ENSG00000230104.1",0,0,0,0,0,0,0,0,0
"ENSG00000228016.1",0,0,1,0,0,0,3,0,1
"ENSG00000239041.1",0,0,0,0,0,0,0,0,0
"ENSG00000091428.17",45,222,361,220,313,294,146,139,124
"ENSG00000232292.1",0,0,0,0,0,0,0,0,0
"ENSG00000091436.16",1168,3672,1928,2084,1741,1675,3122,2236,2942
"ENSG00000238133.6",0,1,0,0,0,0,0,0,0
"ENSG00000231735.1",0,0,0,0,0,0,0,0,0
"ENSG00000236391.3",0,0,0,0,0,0,0,0,0
"ENSG00000144354.13",35,76,13,97,86,34,104,224,110
"ENSG00000213148.3",0,0,0,0,0,0,0,0,0
"ENSG00000236832.1",0,0,0,0,0,0,0,0,0
"ENSG00000226131.1",0,0,0,0,0,0,0,0,0
"ENSG00000237016.1",0,0,0,0,0,0,0,0,0
"ENSG00000237617.1",0,0,0,0,0,0,0,0,0
"ENSG00000270460.1",0,0,0,2,0,0,3,1,6
"ENSG00000234415.1",0,0,0,0,0,0,0,0,0
"ENSG00000224638.1",0,0,0,2,0,0,0,0,0
"ENSG00000172845.14",849,4076,3635,3525,4743,5054,2748,2244,4228
"ENSG00000271151.1",0,14,6,9,11,71,17,9,23
"ENSG00000273258.1",0,5,0,0,0,0,0,0,3
"ENSG00000260868.1",4,3,1,0,0,0,0,0,0
"ENSG00000235414.3",0,0,0,0,0,0,0,0,0
"ENSG00000138430.15",300,1350,1985,1133,1720,4298,866,1270,1550
"ENSG00000270799.1",0,0,0,0,0,0,0,0,0
"ENSG00000243770.3",0,0,6,1,10,0,2,1,2
"ENSG00000201088.1",0,0,0,0,0,0,0,0,0
"ENSG00000227180.1",0,0,0,0,0,0,0,0,0
"ENSG00000237804.1",0,0,0,0,0,0,0,0,0
"ENSG00000231453.1",0,0,0,0,0,0,0,0,0
"ENSG00000280414.1",0,0,0,0,0,0,0,0,0
"ENSG00000217236.1",0,0,0,0,0,0,0,0,0
"ENSG00000138433.15",121,864,824,790,861,1921,590,382,975
"ENSG00000144306.14",111,777,662,613,1521,1712,621,394,939
"ENSG00000163328.13",264,982,2056,452,1181,1121,587,209,568
"ENSG00000226853.2",0,1,12,2,8,0,0,5,6
"ENSG00000179997.8",0,0,0,0,0,0,0,0,0
"ENSG00000279884.1",0,0,0,0,0,0,3,3,0
"ENSG00000236449.1",0,0,0,0,9,0,0,0,0
"ENSG00000206965.1",0,9,78,20,52,5,23,64,16
"ENSG00000115935.17",314,746,296,423,415,385,578,197,442
"ENSG00000237798.1",0,0,0,0,0,0,0,0,0
"ENSG00000235655.3",47,144,623,444,199,1210,419,409,603
"ENSG00000138435.15",0,0,6,1,0,8,1,3,7
"ENSG00000128656.13",154,510,190,169,141,509,269,63,203
"ENSG00000212167.1",0,0,0,0,0,0,0,0,0
"ENSG00000199827.1",0,0,0,0,0,0,0,0,0
"ENSG00000227187.1",0,3,3,2,0,0,5,1,4
"ENSG00000115966.16",616,2435,2568,2024,3562,2840,1770,1084,2228
"ENSG00000277948.1",10,7,10,15,16,6,13,4,15
"ENSG00000215973.1",1,0,0,2,2,0,2,0,0
"ENSG00000229750.1",0,2,0,1,0,0,0,0,0
"ENSG00000154518.9",347,1577,1802,1386,1833,636,783,965,1576
"ENSG00000200121.2",0,0,0,0,0,0,0,0,0
"ENSG00000233131.1",0,2,2,1,0,0,0,2,1
"ENSG00000229066.1",0,0,0,0,0,0,0,0,0
"ENSG00000223976.1",0,0,0,6,0,0,0,0,0
"ENSG00000235047.1",0,0,0,0,0,0,0,0,0
"ENSG00000229779.1",0,0,0,0,0,0,0,0,0
"ENSG00000144320.13",359,3402,2581,2138,4099,5106,1641,1205,2630
"ENSG00000174279.4",4,132,1,48,39,8,31,1,28
"ENSG00000128714.5",101,434,11,205,184,74,141,27,290
"ENSG00000170178.6",0,1,1,1,6,0,2,0,1
"ENSG00000128713.13",14,89,1,71,45,0,37,7,72
"ENSG00000128710.5",179,410,10,259,244,24,207,22,305
"ENSG00000237380.6",6,8,0,6,16,0,6,1,6
"ENSG00000128709.12",16,45,4,34,35,15,32,5,39
"ENSG00000175879.8",0,110,21,60,84,204,68,21,72
"ENSG00000128652.11",3,19,0,6,13,0,9,1,4
"ENSG00000207744.1",0,0,0,1,0,0,0,0,0
"ENSG00000278500.1",0,1,0,1,0,0,1,0,0
"ENSG00000170166.5",0,4,0,0,0,0,0,0,0
"ENSG00000224189.7",0,96,3,76,140,62,95,3,21
"ENSG00000272729.1",0,0,0,0,0,0,0,0,0
"ENSG00000226363.3",0,0,0,0,5,0,0,0,0
"ENSG00000128645.14",17,42,0,24,55,0,45,0,19
"ENSG00000283880.1",0,0,0,0,0,0,0,0,0
"ENSG00000279160.1",0,0,0,0,0,0,0,0,0
"ENSG00000218175.2",17,7,18,14,22,5,9,25,15
"ENSG00000230384.1",0,0,0,0,0,0,0,0,0
"ENSG00000128654.13",97,832,860,757,1366,1023,611,325,880
"ENSG00000237260.1",0,2,0,4,4,0,0,0,0
"ENSG00000229434.1",0,0,0,0,0,0,0,0,0
"ENSG00000236231.1",0,0,0,0,0,0,0,0,0
"ENSG00000283203.1",0,0,0,0,0,0,0,0,0
"ENSG00000272551.1",0,0,0,0,1,0,0,0,0
"ENSG00000163364.9",0,4,0,2,3,0,9,4,9
"ENSG00000224577.1",0,0,0,0,0,25,0,0,1
"ENSG00000252027.1",0,0,2,0,0,0,0,0,0
"ENSG00000230552.5",0,1,2,0,0,0,2,0,6
"ENSG00000237053.1",0,0,0,0,0,0,0,0,0
"ENSG00000223777.1",0,0,0,2,0,0,0,0,0
"ENSG00000279205.1",0,2,0,1,0,0,0,0,0
"ENSG00000227098.1",0,0,0,0,0,5,1,0,0
"ENSG00000206866.1",0,0,0,0,0,0,0,0,0
"ENSG00000236501.5",9,3,0,5,5,0,7,0,5
"ENSG00000251746.1",0,0,0,0,0,0,0,0,0
"ENSG00000229337.1",0,1,1,0,1,0,0,1,0
"ENSG00000226273.2",0,0,0,0,0,0,0,0,0
"ENSG00000201102.1",0,0,0,0,0,0,0,0,0
"ENSG00000213069.3",0,0,0,0,0,0,0,0,0
"ENSG00000170144.20",822,5972,4543,5119,6495,5550,4172,1928,5404
"ENSG00000284252.1",0,0,0,0,0,0,0,0,0
"ENSG00000116044.15",767,2921,4521,2995,3105,2750,2299,1142,3555
"ENSG00000225808.1",4,5,17,17,14,14,23,3,13
"ENSG00000265396.1",0,0,0,0,2,0,1,0,3
"ENSG00000222043.2",0,0,0,0,8,0,0,2,1
"ENSG00000213963.6",10,42,2,13,14,19,23,9,23
"ENSG00000271825.1",0,0,0,0,0,0,0,0,0
"ENSG00000271996.1",0,0,0,0,0,0,0,0,0
"ENSG00000278418.1",0,0,0,0,0,0,1,0,1
"ENSG00000280374.1",0,19,1,11,11,9,18,0,16
"ENSG00000237178.2",0,0,0,0,0,0,0,0,0
"ENSG00000238295.1",0,2,0,0,3,0,0,0,1
"ENSG00000018510.14",190,907,514,686,905,475,724,315,953
"ENSG00000196659.9",77,328,334,229,616,440,169,229,276
"ENSG00000237655.1",0,0,1,0,0,0,0,0,0
"ENSG00000197557.6",55,501,896,407,973,895,340,365,465
"ENSG00000128655.17",13,1623,866,2603,4764,3129,1244,33,1038
"ENSG00000284741.1",0,0,2,0,0,0,0,0,0
"ENSG00000229941.5",1,0,0,0,0,0,0,0,2
"ENSG00000236664.1",0,12,18,42,50,17,7,0,11
"ENSG00000213962.2",7,89,48,195,285,145,83,0,115
"ENSG00000229744.1",0,0,0,0,0,0,0,0,0
"ENSG00000206788.1",0,0,0,0,0,0,0,0,0
"ENSG00000249909.1",0,0,0,0,0,0,0,0,0
"ENSG00000227241.1",0,0,0,0,0,0,0,0,0
"ENSG00000155636.14",71,449,263,397,571,415,254,214,406
"ENSG00000223096.1",0,0,0,0,0,0,0,0,0
"ENSG00000079156.16",94,541,710,587,1072,586,332,46,376
"ENSG00000223960.6",70,233,85,155,161,37,171,33,190
"ENSG00000180228.12",212,1192,980,968,1434,1051,890,436,1131
"ENSG00000204311.13",28,117,9,76,67,37,70,8,70
"ENSG00000238082.1",1,2,5,3,5,0,5,0,2
"ENSG00000079150.17",43,264,117,112,219,151,119,56,150
"ENSG00000116095.10",366,1943,1621,1626,2153,1791,1492,673,1754
"ENSG00000237298.9",680,920,869,1692,1489,835,830,707,1673
"ENSG00000155657.26",596,1300,19286,1511,5882,48772,628,146,408
"ENSG00000270956.1",9,42,41,59,36,69,23,26,78
"ENSG00000270277.1",47,92,55,138,100,127,58,58,129
"ENSG00000279598.1",49,144,93,247,177,142,133,129,242
"ENSG00000271011.1",9,23,30,45,51,47,14,20,36
"ENSG00000270574.1",33,62,53,124,105,86,55,60,136
"ENSG00000271141.1",10,42,29,61,36,1,26,19,79
"ENSG00000271401.1",0,1,2,5,18,0,6,1,10
"ENSG00000267784.1",0,7,0,12,2,20,4,1,6
"ENSG00000163492.15",50,203,2395,151,769,12343,77,36,59
"ENSG00000238542.1",0,0,0,0,0,0,0,0,0
"ENSG00000231541.1",0,0,0,0,0,0,0,0,0
"ENSG00000187231.13",249,1419,1216,1026,1268,1297,1118,629,1596
"ENSG00000237477.1",0,0,0,1,0,0,0,0,0
"ENSG00000237964.3",15,2,0,7,0,0,5,0,8
"ENSG00000144331.19",223,421,150,551,234,332,359,571,1437
"ENSG00000213126.2",0,0,0,0,0,0,0,0,0
"ENSG00000221240.1",0,0,0,0,0,0,0,0,0
"ENSG00000280636.1",0,0,0,0,0,0,0,0,0
"ENSG00000202216.2",0,0,0,0,0,0,0,0,0
"ENSG00000163510.13",198,1197,763,1067,1068,1814,830,441,1115
"ENSG00000270289.1",0,1,0,0,2,0,0,0,2
"ENSG00000225258.1",0,56,1,25,28,8,15,4,87
"ENSG00000281131.1",0,241,1,71,137,20,116,40,243
"ENSG00000279559.1",0,30,0,14,11,0,9,5,48
"ENSG00000226564.1",6,1,3,3,2,2,1,3,6
"ENSG00000236667.1",0,0,0,0,0,0,0,0,0
"ENSG00000170035.15",185,885,878,846,816,907,579,781,1304
"ENSG00000236153.1",0,1,0,4,0,0,0,0,1
"ENSG00000238171.1",0,0,0,0,0,0,0,0,0
"ENSG00000234663.6",28,22,8,13,26,32,28,17,13
"ENSG00000266705.1",0,0,0,0,0,0,0,0,0
"ENSG00000226681.1",0,0,0,0,0,0,0,0,0
"ENSG00000115232.13",158,499,198,250,289,490,405,236,349
"ENSG00000188452.13",0,1,0,0,3,18,0,2,5
"ENSG00000162992.3",0,0,0,0,0,6,0,0,0
"ENSG00000234595.1",0,0,0,0,0,0,0,0,0
"ENSG00000225570.1",0,0,0,0,0,0,0,0,0
"ENSG00000223873.1",0,0,0,0,0,0,0,0,0
"ENSG00000221023.1",0,0,0,0,0,0,0,0,0
"ENSG00000260742.1",13,9,21,13,13,65,3,12,4
"ENSG00000138434.16",956,3762,3799,3485,4514,4746,3001,1727,3602
"ENSG00000150722.10",0,3,1,8,0,0,4,1,13
"ENSG00000213958.2",2,0,1,0,2,0,0,1,0
"ENSG00000222418.1",0,0,0,0,0,0,0,0,0
"ENSG00000115252.18",35,169,84,113,194,145,167,40,134
"ENSG00000242121.3",0,0,0,0,0,0,0,0,0
"ENSG00000077232.17",639,4815,9284,4240,11746,14522,3246,2802,4872
"ENSG00000232430.1",0,0,0,0,0,0,0,0,0
"ENSG00000212404.1",0,0,0,0,0,0,0,0,0
"ENSG00000162998.4",58,103,54,5,12,66,93,55,160
"ENSG00000207178.1",0,0,0,0,0,0,0,0,0
"ENSG00000061676.14",1111,8709,7959,6807,10754,10209,6450,3707,9123
"ENSG00000202141.1",0,19,8,6,5,43,9,3,15
"ENSG00000221498.1",0,0,0,0,0,0,0,0,0
"ENSG00000231203.1",2,1,17,4,4,1,5,3,2
"ENSG00000162999.12",32,269,100,165,213,308,141,65,194
"ENSG00000224643.5",0,0,0,0,0,0,0,0,0
"ENSG00000163002.12",43,347,486,313,538,610,262,279,399
"ENSG00000272800.1",1,16,13,5,10,33,9,9,11
"ENSG00000213120.3",0,0,0,0,0,0,0,0,2
"ENSG00000177855.8",1,7,16,3,15,5,1,3,6
"ENSG00000234172.1",0,0,0,0,0,0,0,0,0
"ENSG00000266808.1",0,0,0,0,0,0,0,0,0
"ENSG00000283839.1",0,16,0,0,0,0,1,2,3
"ENSG00000170396.7",23,83,9,29,8,50,74,4,55
"ENSG00000237824.2",0,0,0,0,0,0,0,0,0
"ENSG00000225406.1",0,0,1,0,0,0,0,0,0
"ENSG00000212581.1",0,5,0,8,8,0,2,7,0
"ENSG00000226747.6",0,14,2,11,21,24,7,8,12
"ENSG00000188738.14",20,297,187,514,263,215,181,554,94
"ENSG00000231646.5",10,43,24,49,43,48,29,76,66
"ENSG00000224019.1",20,71,26,56,69,56,49,20,68
"ENSG00000237877.6",21,183,89,203,188,226,148,75,211
"ENSG00000226410.1",18,21,6,16,13,10,13,7,27
"ENSG00000232568.2",0,4,2,4,13,0,11,1,17
"ENSG00000259915.2",4,38,18,35,53,35,28,11,51
"ENSG00000227692.1",0,0,0,0,0,0,0,0,0
"ENSG00000065548.17",307,1889,2204,1653,2653,2325,1378,1060,1937
"ENSG00000224323.2",0,0,0,0,0,0,0,0,0
"ENSG00000138448.11",1459,6227,10711,5299,7441,7694,4633,5724,6947
"ENSG00000227227.1",0,0,0,0,0,0,0,0,0
"ENSG00000144369.12",37,422,158,217,199,233,299,209,313
"ENSG00000163012.3",0,0,0,0,0,0,0,0,0
"ENSG00000226553.1",2,0,0,1,0,0,0,0,0
"ENSG00000224063.5",1,13,10,7,10,0,11,0,0
"ENSG00000222845.1",0,0,0,0,0,0,0,0,0
"ENSG00000199626.1",0,0,0,0,0,0,0,0,0
"ENSG00000064989.12",72,651,417,466,337,332,516,439,707
"ENSG00000231739.2",0,0,3,0,0,0,0,0,0
"ENSG00000003436.15",102,605,210,261,229,326,334,346,321
"ENSG00000231689.2",0,0,8,11,4,0,5,4,7
"ENSG00000235616.1",0,0,0,0,0,0,0,0,0
"ENSG00000213115.2",0,0,0,0,0,0,0,0,0
"ENSG00000200650.1",0,0,0,0,0,0,0,0,0
"ENSG00000144366.15",174,1380,4386,1519,1814,2209,1746,928,2522
"ENSG00000207951.1",5,72,111,102,52,0,94,21,109
"ENSG00000223523.1",0,0,0,0,0,0,0,0,0
"ENSG00000174325.5",0,0,0,0,0,0,0,0,0
"ENSG00000168542.14",3354,8338,2886,1901,1564,3775,4803,3633,3592
"ENSG00000221502.1",0,2,0,0,2,0,1,0,5
"ENSG00000283238.1",0,0,0,0,0,0,0,0,0
"ENSG00000284180.1",0,0,0,0,0,0,0,0,1
"ENSG00000204262.12",431,1207,441,498,323,456,570,365,513
"ENSG00000228073.1",0,0,0,0,0,0,0,0,0
"ENSG00000264725.1",0,0,2,0,0,0,0,0,1
"ENSG00000213601.3",6,12,1,13,2,0,7,0,4
"ENSG00000115368.9",255,1190,1281,976,1630,1774,811,892,1356
"ENSG00000233996.1",0,1,0,0,0,0,0,0,0
"ENSG00000138449.10",1458,4317,1471,2927,3074,2052,2402,1633,3761
"ENSG00000276828.1",0,0,0,0,0,0,0,0,0
"ENSG00000138381.9",129,1088,1714,862,1739,1708,794,795,1478
"ENSG00000151687.14",108,745,416,711,540,525,503,230,689
"ENSG00000128694.11",66,223,204,174,273,169,103,177,205
"ENSG00000253559.1",0,5,4,11,15,1,12,6,7
"ENSG00000273240.1",0,1,1,5,7,0,4,1,5
"ENSG00000128699.13",137,1190,1475,1137,1924,1247,919,640,1280
"ENSG00000064933.17",179,760,950,549,1051,1209,690,650,794
"ENSG00000187699.10",73,607,85,245,185,90,198,34,293
"ENSG00000223824.1",0,0,0,0,0,0,0,0,0
"ENSG00000204253.4",11,7,13,9,19,6,4,16,8
"ENSG00000213110.2",1,0,0,0,0,0,0,0,1
"ENSG00000138379.4",0,11,14,5,28,74,20,12,6
"ENSG00000198130.15",209,1330,971,1430,1681,1293,839,928,1427
"ENSG00000151689.12",174,339,83,364,243,203,251,133,627
"ENSG00000151690.14",462,2305,2742,2143,3169,2979,1842,2398,3273
"ENSG00000272979.1",0,3,1,0,0,0,3,0,2
"ENSG00000189362.11",73,203,150,228,195,189,107,109,136
"ENSG00000233654.1",0,4,6,8,4,4,0,4,1
"ENSG00000251935.1",0,0,0,0,0,0,0,0,0
"ENSG00000284052.1",18,62,24,61,53,13,31,20,30
"ENSG00000138386.16",515,1967,1452,1999,2030,1524,1549,716,1908
"ENSG00000228509.5",0,0,3,0,0,0,0,1,1
"ENSG00000235852.1",0,0,0,0,2,0,0,0,0
"ENSG00000115419.12",224,1971,2127,1755,2633,2554,1951,1957,2545
"ENSG00000115415.18",3388,8298,7073,4897,10234,7837,4162,3396,7080
"ENSG00000229023.1",17,13,16,15,12,15,9,4,21
"ENSG00000230686.1",0,0,0,0,0,0,0,0,0
"ENSG00000231858.5",0,0,0,0,0,0,0,0,0
"ENSG00000138378.18",78,93,61,105,76,89,116,58,99
"ENSG00000207402.1",0,0,0,0,0,0,0,0,0
"ENSG00000280083.1",0,2,2,5,4,0,8,3,6
"ENSG00000230611.1",0,0,0,0,0,0,0,0,0
"ENSG00000227542.1",0,12,6,15,16,0,9,9,8
"ENSG00000128641.18",668,1981,3243,2612,4689,4862,1499,2870,3466
"ENSG00000252130.1",0,0,5,10,3,5,4,6,5
"ENSG00000173559.12",168,326,2055,515,212,590,440,354,494
"ENSG00000274845.1",0,0,0,0,0,0,0,0,0
"ENSG00000225884.2",0,0,0,0,0,0,0,0,0
"ENSG00000168497.4",314,1261,528,658,893,354,1109,319,771
"ENSG00000233766.7",6,9,1,13,22,4,17,2,11
"ENSG00000213946.3",0,0,1,0,0,0,0,0,1
"ENSG00000144339.11",558,1937,23789,2833,14050,45880,1392,210,747
"ENSG00000229395.1",0,0,3,0,0,0,0,0,0
"ENSG00000232227.5",0,0,1,0,0,0,0,0,0
"ENSG00000227418.6",24,218,3644,46,1800,606,197,13,13
"ENSG00000226242.1",0,11,185,3,111,23,17,2,5
"ENSG00000278406.1",0,0,0,0,0,0,0,0,0
"ENSG00000232658.1",0,0,0,0,0,0,0,0,0
"ENSG00000235218.2",0,0,0,0,0,0,0,0,0
"ENSG00000224219.1",0,0,0,0,0,0,0,0,0
"ENSG00000260142.1",0,0,0,0,0,0,0,0,1
"ENSG00000224670.1",0,0,0,0,0,0,0,0,0
"ENSG00000215043.2",0,0,0,0,0,0,0,0,0
"ENSG00000236695.1",4,0,0,0,0,0,0,0,0
"ENSG00000225539.5",0,1,1,0,2,0,0,0,0
"ENSG00000225394.1",0,0,0,1,0,0,0,0,1
"ENSG00000276123.1",0,0,0,0,1,0,0,0,0
"ENSG00000252517.1",0,3,0,0,6,0,0,0,0
"ENSG00000230173.1",0,0,0,0,0,0,0,0,0
"ENSG00000235056.1",6,11,20,7,16,0,11,3,8
"ENSG00000224099.1",3,5,21,3,16,52,15,9,33
"ENSG00000271893.1",0,35,0,4,10,0,16,0,2
"ENSG00000202206.1",0,0,0,0,0,0,0,0,0
"ENSG00000223466.1",0,0,1,0,4,0,0,0,0
"ENSG00000234919.1",0,0,2,0,0,0,0,1,0
"ENSG00000196950.13",340,6066,8398,3153,12387,24820,3298,2827,3375
"ENSG00000213107.2",0,0,0,0,0,0,0,0,0
"ENSG00000201813.1",0,0,1,0,0,0,0,0,0
"ENSG00000118997.13",65,705,1870,386,1302,1113,756,591,442
"ENSG00000203435.2",0,16,32,11,15,0,40,9,10
"ENSG00000227878.2",0,4,2,5,2,0,1,2,1
"ENSG00000081320.10",349,2020,5027,2066,3084,5371,2047,1719,2728
"ENSG00000272211.1",0,0,0,0,0,0,0,0,0
"ENSG00000138411.12",46,96,83,148,97,88,64,34,168
"ENSG00000229056.2",2,519,1138,677,2081,4387,634,203,537
"ENSG00000276200.1",0,0,0,0,0,0,0,0,0
"ENSG00000282836.1",0,0,0,0,0,0,0,0,0
"ENSG00000144395.17",0,8,23,7,14,3,19,25,11
"ENSG00000252923.1",0,0,0,0,0,0,0,0,0
"ENSG00000119041.10",209,1190,1185,1158,1472,1259,830,1266,1264
"ENSG00000187944.2",0,3,1,10,2,1,4,1,5
"ENSG00000280176.1",0,1,0,3,1,0,4,0,1
"ENSG00000197121.14",173,2426,992,2057,1984,1007,1509,886,1717
"ENSG00000065413.19",343,887,514,548,533,1026,677,596,570
"ENSG00000225636.1",0,0,0,0,0,0,0,0,0
"ENSG00000224442.1",11,6,6,8,0,15,11,2,3
"ENSG00000231621.1",0,1,0,0,2,0,1,0,0
"ENSG00000236977.1",14,50,16,29,21,52,40,13,21
"ENSG00000230482.1",0,0,0,0,0,0,0,0,0
"ENSG00000225979.1",0,0,1,0,0,0,0,4,0
"ENSG00000213104.3",0,0,2,0,0,4,2,5,4
"ENSG00000115524.15",3019,11622,13526,11926,16142,12265,8457,13759,13812
"ENSG00000202434.1",0,0,0,0,0,0,0,0,0
"ENSG00000206836.1",0,0,2,0,0,0,0,1,0
"ENSG00000115520.8",94,690,1015,664,894,634,552,468,606
"ENSG00000144381.16",751,4448,11273,4977,9200,12579,3074,11764,6310
"ENSG00000115541.10",44,397,697,392,698,495,280,598,464
"ENSG00000270757.1",0,0,0,0,0,0,0,0,0
"ENSG00000115540.14",104,1034,1467,724,1674,2078,748,671,915
"ENSG00000231699.1",0,2,0,9,5,0,5,8,4
"ENSG00000162944.10",35,83,53,42,35,52,91,29,58
"ENSG00000222017.1",0,10,7,6,1,11,10,8,3
"ENSG00000247626.4",24,138,283,122,171,116,81,278,167
"ENSG00000152430.17",0,0,0,0,0,0,0,0,0
"ENSG00000115896.15",494,918,297,308,902,1067,484,54,528
"ENSG00000237035.1",0,0,0,0,0,0,0,0,0
"ENSG00000236653.2",0,0,1,0,0,0,0,0,0
"ENSG00000225421.2",0,0,0,0,0,0,0,0,0
"ENSG00000231557.1",0,0,0,0,0,0,0,0,0
