"","M_W_RNA6","N_W_RNA7","M_W_RNA12","N_W_RNA13","M_W_RNA14","N_W_RNA15","M_W_RNA16","M_W_RNA17","N_W_RNA18"
"ENSG00000227758.1",0,0,0,0,0,0,0,0,0
"ENSG00000199290.1",0,0,0,0,0,0,0,0,0
"ENSG00000235821.1",0,2,0,5,1,2,0,3,1
"ENSG00000272236.1",0,0,0,0,0,1,1,0,0
"ENSG00000285761.1",0,3,0,3,1,0,6,2,3
"ENSG00000270896.1",0,0,0,0,0,0,0,0,0
"ENSG00000181126.13",2,4,0,6,9,9,0,17,14
"ENSG00000176998.4",31,35,0,8,20,19,0,20,10
"ENSG00000261548.1",0,0,0,0,1,0,0,0,1
"ENSG00000213880.3",0,0,0,1,0,0,0,0,0
"ENSG00000237042.1",0,0,0,0,0,0,0,0,0
"ENSG00000204632.11",1,2,1,14,0,30,1,3,20
"ENSG00000229142.1",0,0,0,0,0,0,0,0,0
"ENSG00000285799.1",20,24,26,76,57,52,23,40,23
"ENSG00000281831.1",1,17,0,20,12,5,1,14,34
"ENSG00000230521.1",7,11,9,60,18,23,6,19,13
"ENSG00000206341.7",169,234,34,141,92,316,53,123,144
"ENSG00000231130.1",0,0,0,2,2,5,0,0,0
"ENSG00000233677.1",0,0,0,0,0,0,0,0,0
"ENSG00000235963.1",0,0,0,5,0,1,3,2,1
"ENSG00000227262.3",2,2,0,5,5,4,3,1,4
"ENSG00000230795.3",6,53,12,55,47,59,3,14,2
"ENSG00000228078.1",0,1,0,2,0,1,0,0,0
"ENSG00000206503.12",4966,8321,1978,5074,5101,7784,2965,5456,8249
"ENSG00000227766.1",3,7,3,10,8,18,1,3,12
"ENSG00000235290.1",4,7,0,6,2,2,0,2,7
"ENSG00000229390.1",9,4,9,14,3,7,6,8,8
"ENSG00000204625.10",1,3,0,3,0,3,2,0,0
"ENSG00000238024.1",0,0,0,0,3,0,0,0,2
"ENSG00000224312.1",1,3,0,12,3,5,3,6,2
"ENSG00000204623.9",221,262,300,452,294,381,336,501,383
"ENSG00000204622.11",9,32,12,56,38,56,21,23,52
"ENSG00000237669.1",12,3,0,19,5,8,0,10,7
"ENSG00000232757.1",0,0,1,2,0,0,0,0,0
"ENSG00000278104.1",0,0,0,0,0,0,0,0,0
"ENSG00000275856.1",0,0,0,0,0,0,0,0,0
"ENSG00000066379.14",190,335,69,202,141,265,309,229,251
"ENSG00000278773.1",0,0,0,0,0,0,0,0,0
"ENSG00000204619.7",1595,1608,645,870,700,1854,1081,1186,1263
"ENSG00000204618.8",33,70,0,84,43,44,14,56,80
"ENSG00000204616.10",4,6,0,12,2,7,5,69,61
"ENSG00000231226.1",3,1,0,7,5,4,1,5,3
"ENSG00000252228.1",0,0,0,0,0,0,0,0,0
"ENSG00000204614.8",0,0,0,0,0,0,0,0,2
"ENSG00000204613.10",0,0,0,0,0,3,0,2,2
"ENSG00000204610.12",0,0,0,0,0,0,0,0,0
"ENSG00000234127.8",1865,2157,993,1249,1035,1746,1007,1301,1520
"ENSG00000233892.1",38,22,45,51,38,34,19,52,58
"ENSG00000270604.5",5,4,0,4,8,5,13,2,7
"ENSG00000236475.1",0,0,0,0,0,0,0,0,0
"ENSG00000243753.5",47,77,0,40,51,25,17,31,50
"ENSG00000280128.1",420,637,1532,624,595,639,481,607,650
"ENSG00000231074.8",1428,1829,2061,1883,1445,2016,1506,2060,2426
"ENSG00000204599.14",329,457,190,256,230,404,245,297,286
"ENSG00000248167.7",0,0,0,0,0,0,0,0,0
"ENSG00000241370.5",9,6,13,2,1,10,6,5,6
"ENSG00000224372.1",0,0,0,0,0,0,0,0,0
"ENSG00000224486.1",0,0,0,0,0,0,0,0,0
"ENSG00000236405.1",0,0,0,0,0,0,0,0,0
"ENSG00000226577.1",0,0,0,0,0,0,0,0,0
"ENSG00000229068.1",1,3,0,3,5,7,0,5,8
"ENSG00000224936.1",0,8,10,0,4,3,0,2,4
"ENSG00000236603.2",9,5,2,7,2,3,9,2,5
"ENSG00000204592.8",6188,7898,2915,6539,5494,9788,3087,6888,9796
"ENSG00000235781.1",3,3,23,0,2,2,0,6,1
"ENSG00000204590.12",1167,1749,544,1199,1092,1618,795,1270,1424
"ENSG00000204576.11",147,223,58,173,119,219,174,180,215
"ENSG00000204574.12",2039,2165,1253,1332,1168,1969,880,1619,2026
"ENSG00000216101.3",0,0,0,0,0,0,0,0,0
"ENSG00000204569.9",2282,2201,2022,1866,1467,2065,2179,2105,1952
"ENSG00000204568.11",833,1224,481,497,435,973,1019,1011,778
"ENSG00000137343.17",315,247,61,315,215,359,167,242,360
"ENSG00000228415.3",7,3,12,15,9,7,1,1,8
"ENSG00000204564.11",112,141,55,112,77,147,112,123,134
"ENSG00000204560.9",791,1108,309,776,635,1013,611,742,1021
"ENSG00000146112.11",339,439,229,339,406,281,223,254,497
"ENSG00000137404.14",39,34,0,34,35,42,42,33,37
"ENSG00000230449.1",0,0,0,0,0,0,2,0,0
"ENSG00000137337.14",929,1127,701,1061,980,1345,561,925,939
"ENSG00000224328.1",0,0,0,0,0,0,0,0,0
"ENSG00000196230.12",9888,8450,3053,4053,3373,6079,9299,4954,4929
"ENSG00000272540.1",5,7,16,1,7,2,8,3,9
"ENSG00000137312.14",2585,3384,1599,1659,1544,2096,2038,2108,2128
"ENSG00000201988.2",0,1,0,1,2,3,2,3,6
"ENSG00000272273.1",7,6,25,6,4,8,17,1,1
"ENSG00000137331.11",87,300,13,145,170,293,94,132,136
"ENSG00000263608.2",0,0,0,0,1,0,0,0,0
"ENSG00000228022.5",2,1,0,5,3,0,1,1,1
"ENSG00000214894.6",3,12,10,7,2,10,4,2,6
"ENSG00000237923.1",0,0,0,0,0,0,0,0,0
"ENSG00000202241.1",0,0,0,0,0,0,1,0,0
"ENSG00000237775.1",0,1,0,0,0,0,0,0,2
"ENSG00000204580.13",5358,6056,1221,4017,3398,5596,2295,6008,5876
"ENSG00000284370.1",0,0,0,0,0,0,0,0,0
"ENSG00000213780.10",4,5,0,5,4,6,1,3,9
"ENSG00000137411.17",389,402,137,366,194,346,392,330,322
"ENSG00000196260.4",0,0,0,0,0,1,0,2,0
"ENSG00000252761.1",0,0,0,0,0,0,0,0,0
"ENSG00000168631.12",0,0,0,0,0,0,0,3,0
"ENSG00000233529.1",0,0,0,0,0,0,0,0,0
"ENSG00000275906.1",0,0,0,0,0,0,0,0,0
"ENSG00000204544.5",0,31,0,4,0,1,0,73,3
"ENSG00000261272.1",0,0,0,0,0,0,1,3,0
"ENSG00000228789.7",0,1,0,0,2,0,0,51,6
"ENSG00000222895.1",0,0,0,0,0,0,0,0,0
"ENSG00000204542.2",0,0,0,0,0,0,0,0,0
"ENSG00000204540.10",4,21,34,26,4,15,18,10,16
"ENSG00000204539.3",0,0,0,0,3,1,0,0,0
"ENSG00000204538.3",0,0,0,0,1,0,0,0,0
"ENSG00000238211.1",0,0,0,0,0,0,0,0,0
"ENSG00000204536.13",416,515,176,473,496,503,279,472,424
"ENSG00000137310.11",267,383,147,118,201,217,161,280,187
"ENSG00000204531.17",23,22,60,16,29,46,25,63,66
"ENSG00000204528.3",17,19,0,10,7,26,3,34,27
"ENSG00000272501.1",24,32,27,64,25,68,48,51,59
"ENSG00000206344.7",66,42,61,50,31,30,24,52,33
"ENSG00000271821.1",0,0,0,0,0,0,0,0,0
"ENSG00000255726.1",0,0,0,0,0,0,0,0,0
"ENSG00000255899.1",0,0,0,0,0,0,0,0,0
"ENSG00000204525.16",9806,8648,4197,6816,5399,8367,1780,5200,8902
"ENSG00000234745.10",11460,13242,4043,9640,7384,13569,4494,8121,13850
"ENSG00000214892.4",3,7,21,0,2,1,2,4,0
"ENSG00000227939.1",8,9,14,10,3,7,11,7,3
"ENSG00000231402.1",0,3,0,0,6,0,0,4,6
"ENSG00000256166.1",0,1,8,5,13,2,1,6,12
"ENSG00000229836.1",0,4,0,9,28,0,0,10,15
"ENSG00000277402.1",0,0,0,0,0,0,0,0,0
"ENSG00000271581.1",12,8,0,8,6,7,1,3,6
"ENSG00000228432.1",0,2,0,0,0,0,0,0,0
"ENSG00000285647.1",0,0,0,0,0,0,0,0,0
"ENSG00000201658.1",0,0,0,0,0,0,0,0,0
"ENSG00000230994.1",0,0,0,0,0,0,0,0,0
"ENSG00000223702.1",0,0,0,0,0,0,0,0,0
"ENSG00000225851.1",0,0,0,0,0,0,0,0,0
"ENSG00000272221.1",127,127,64,88,88,148,51,121,131
"ENSG00000204520.12",380,456,171,305,332,505,222,467,369
"ENSG00000206337.10",372,688,132,804,438,1503,333,547,949
"ENSG00000199332.1",0,0,0,0,0,0,0,0,0
"ENSG00000230174.1",0,0,0,2,2,2,0,4,1
"ENSG00000233902.1",0,0,0,0,0,0,0,0,0
"ENSG00000204516.9",13,36,5,19,21,36,13,27,37
"ENSG00000201680.1",0,0,0,0,0,0,0,0,0
"ENSG00000256851.1",0,0,0,0,0,0,0,0,0
"ENSG00000219797.2",0,0,0,0,0,0,0,0,0
"ENSG00000225499.1",0,0,0,0,0,0,0,0,0
"ENSG00000204511.2",0,0,0,0,0,0,0,0,0
"ENSG00000198563.13",977,1102,346,1601,1216,1659,1010,1116,1799
"ENSG00000254870.5",0,0,0,0,0,0,0,0,0
"ENSG00000201785.1",9,4,0,5,4,8,13,5,6
"ENSG00000265236.1",0,0,0,0,0,0,0,0,0
"ENSG00000234006.1",2,1,0,0,2,1,0,2,0
"ENSG00000213760.10",0,11,0,8,7,6,13,5,4
"ENSG00000204498.10",296,260,57,243,228,274,317,175,177
"ENSG00000226979.8",0,3,0,0,3,1,1,0,0
"ENSG00000232810.3",13,12,0,14,6,3,4,1,8
"ENSG00000227507.2",3,11,0,10,9,16,32,3,5
"ENSG00000204482.10",32,124,20,34,64,31,22,28,49
"ENSG00000204475.9",0,0,0,1,2,2,0,0,0
"ENSG00000230622.1",0,0,0,1,0,0,0,0,0
"ENSG00000204472.12",109,276,165,74,124,70,82,91,147
"ENSG00000204469.12",9172,7330,2981,7612,6436,8981,4943,5069,7424
"ENSG00000200816.1",211,116,76,144,413,78,144,51,127
"ENSG00000274494.1",0,0,0,2,1,2,0,1,2
"ENSG00000204463.12",4549,4728,1552,3005,2373,4615,3192,3445,3609
"ENSG00000204444.10",9,38,13,11,7,24,7,16,23
"ENSG00000204439.3",922,1128,240,668,555,985,515,756,808
"ENSG00000227198.1",0,0,0,0,0,0,0,0,0
"ENSG00000204438.10",363,341,193,269,178,339,352,295,245
"ENSG00000201207.1",0,0,0,0,0,0,0,0,0
"ENSG00000204435.13",232,325,107,148,153,321,328,226,188
"ENSG00000263020.6",0,0,0,0,0,0,0,0,0
"ENSG00000240053.8",18,25,19,19,29,22,18,15,32
"ENSG00000204428.12",54,39,7,23,24,26,24,16,20
"ENSG00000204427.11",53,56,10,46,31,76,51,39,76
"ENSG00000204422.7",0,0,0,0,0,0,0,0,0
"ENSG00000266776.1",0,1,0,0,1,0,0,0,0
"ENSG00000204424.9",0,0,0,0,0,0,0,0,0
"ENSG00000250641.1",0,0,0,0,0,0,1,0,0
"ENSG00000255552.7",0,0,0,0,0,0,0,0,0
"ENSG00000244355.7",0,0,0,0,0,2,0,0,0
"ENSG00000204420.9",2,2,0,2,3,1,0,1,0
"ENSG00000204421.2",0,0,0,0,7,0,0,0,0
"ENSG00000213722.8",785,840,130,636,486,787,535,430,479
"ENSG00000213719.8",9249,8403,3428,3919,3151,7334,5994,5417,5057
"ENSG00000204410.14",67,41,17,102,54,66,47,34,42
"ENSG00000255152.8",0,0,0,0,0,0,0,0,1
"ENSG00000252743.1",0,0,0,0,0,0,0,0,0
"ENSG00000228727.8",0,0,0,3,5,3,10,2,1
"ENSG00000235663.1",3,13,5,4,8,7,5,13,1
"ENSG00000204396.10",13,39,2,25,46,21,12,32,37
"ENSG00000204394.12",1486,1189,608,690,663,937,1350,749,898
"ENSG00000201555.1",3,1,0,0,0,0,0,1,9
"ENSG00000204392.10",311,368,88,181,198,255,383,241,248
"ENSG00000204390.9",38,67,51,54,33,58,48,76,49
"ENSG00000204389.9",2726,1740,6926,1794,1690,2350,727,1577,1650
"ENSG00000204388.6",1957,1074,638,839,959,1109,654,934,995
"ENSG00000285565.1",0,0,0,0,0,0,0,0,0
"ENSG00000204387.13",186,173,39,99,86,150,152,128,144
"ENSG00000201823.1",0,0,0,0,0,0,0,0,0
"ENSG00000201754.1",0,0,0,0,0,0,0,0,0
"ENSG00000204386.10",1134,3276,214,1956,1347,3572,1707,2044,2209
"ENSG00000204385.11",16213,13877,5463,7616,4646,14523,14804,9533,14032
"ENSG00000237080.3",309,147,76,382,255,363,102,190,374
"ENSG00000204371.11",668,813,395,929,628,901,1054,637,647
"ENSG00000166278.14",134,97,109,110,83,195,223,106,154
"ENSG00000204366.3",29,32,43,54,50,49,45,35,44
"ENSG00000244255.5",0,0,0,0,0,0,0,0,0
"ENSG00000281756.1",0,0,0,0,0,0,0,0,0
"ENSG00000243649.8",166,576,23,197,272,234,65,154,1847
"ENSG00000204356.13",1114,1110,442,639,664,915,983,748,701
"ENSG00000284446.1",0,0,0,0,0,0,0,0,0
"ENSG00000204351.11",1273,1540,476,912,759,1316,978,1000,1358
"ENSG00000204348.9",243,265,84,311,243,376,378,221,234
"ENSG00000204344.14",183,221,41,132,120,184,185,141,225
"ENSG00000244731.7",389,811,183,221,80,136,664,37,212
"ENSG00000233627.2",0,0,0,0,0,0,0,0,0
"ENSG00000204338.8",1,6,0,6,1,1,4,2,25
"ENSG00000248290.1",0,1,0,1,0,1,0,0,0
"ENSG00000250535.1",0,0,0,0,0,0,0,0,0
"ENSG00000224389.9",220,514,95,131,105,76,295,164,545
"ENSG00000229776.1",0,0,0,0,0,0,0,0,0
"ENSG00000231852.7",0,1,0,8,3,4,2,8,21
"ENSG00000168477.19",304,320,45,443,350,396,329,204,349
"ENSG00000252512.1",0,0,0,0,0,0,0,0,0
"ENSG00000284829.1",0,0,0,0,0,0,0,0,0
"ENSG00000213676.12",1368,1161,267,1379,1491,2098,928,1030,1480
"ENSG00000204315.3",120,80,30,61,45,73,83,71,65
"ENSG00000204314.11",1,2,0,12,21,13,3,5,10
"ENSG00000285085.1",0,0,0,2,0,0,1,0,2
"ENSG00000284954.1",2,12,14,0,10,8,2,11,4
"ENSG00000221988.12",46,79,23,70,52,93,99,61,81
"ENSG00000258388.7",11,10,2,8,22,7,9,4,14
"ENSG00000241404.6",8,5,2,45,55,23,4,6,7
"ENSG00000204310.12",1245,1455,446,844,851,1362,608,934,1006
"ENSG00000284469.1",0,0,0,0,0,0,0,0,0
"ENSG00000204308.7",951,1348,345,681,540,1106,809,785,730
"ENSG00000277264.1",0,0,0,0,0,0,0,0,0
"ENSG00000204305.13",10,28,10,88,80,44,9,42,66
"ENSG00000273333.2",0,0,0,2,0,0,0,0,0
"ENSG00000204304.11",790,1239,614,1172,944,1448,755,942,1100
"ENSG00000213654.9",46,106,1,59,96,96,28,59,100
"ENSG00000204301.6",85,262,34,666,319,330,68,172,398
"ENSG00000225914.2",17,38,5,129,115,63,3,32,49
"ENSG00000204296.11",0,0,0,0,0,0,0,0,0
"ENSG00000237285.1",0,1,0,35,7,9,0,5,1
"ENSG00000223335.1",0,3,12,4,4,2,0,1,3
"ENSG00000204290.10",0,1,0,18,7,20,0,0,2
"ENSG00000204287.13",3236,7261,4410,1954,3225,2658,2508,2201,4733
"ENSG00000196301.3",2,0,0,4,0,1,0,0,0
"ENSG00000198502.5",1696,3718,104,203,251,761,635,45,135
"ENSG00000251916.1",0,0,0,0,0,1,0,0,0
"ENSG00000229391.7",0,0,82,53,107,39,27,10,102
"ENSG00000196126.11",1675,3948,563,1127,1232,1473,1248,1165,2867
"ENSG00000196735.11",665,1283,867,557,320,813,752,327,561
"ENSG00000179344.16",971,1931,246,477,281,597,436,105,247
"ENSG00000223534.1",0,0,0,0,0,0,0,1,0
"ENSG00000235040.1",0,0,0,0,0,0,0,0,0
"ENSG00000232080.5",0,0,0,0,0,0,0,0,0
"ENSG00000226030.1",0,0,0,0,0,0,0,0,0
"ENSG00000237541.3",15,35,0,3,128,7,2,30,55
"ENSG00000263649.1",0,0,0,0,0,0,0,0,0
"ENSG00000232629.8",20,74,8,13,43,5,6,59,96
"ENSG00000241106.7",14,29,27,5,6,5,2,9,21
"ENSG00000250264.1",0,0,0,0,0,0,0,0,0
"ENSG00000204267.13",370,387,162,132,248,329,205,301,568
"ENSG00000204264.9",660,1086,216,544,483,1204,574,1020,991
"ENSG00000204261.8",84,127,109,92,83,145,53,121,163
"ENSG00000240065.7",237,329,357,163,200,334,176,262,354
"ENSG00000168394.11",2504,1384,542,1015,899,1884,1169,1352,2134
"ENSG00000234515.1",1,0,0,0,0,0,0,0,0
"ENSG00000235301.1",0,0,0,0,0,0,16,0,1
"ENSG00000242574.8",287,319,559,166,199,194,2471,173,255
"ENSG00000248993.1",0,0,0,0,0,0,0,0,0
"ENSG00000204257.14",357,681,219,288,316,293,377,394,682
"ENSG00000204256.12",6851,7097,4330,4644,3727,6527,5000,5114,6069
"ENSG00000223837.2",0,0,0,0,0,0,0,0,0
"ENSG00000263756.1",0,1,0,0,0,0,2,0,0
"ENSG00000204252.13",263,653,234,289,377,319,217,185,362
"ENSG00000231389.7",2115,5435,1693,1256,2010,1482,1169,1561,2426
"ENSG00000223865.10",1209,2969,1098,1155,1267,1739,803,1340,1937
"ENSG00000224796.1",2,5,0,11,5,5,6,1,3
"ENSG00000231461.1",0,0,0,0,0,0,0,0,0
"ENSG00000228688.1",0,0,0,0,0,0,0,0,0
"ENSG00000224557.7",1,3,0,3,3,0,1,5,8
"ENSG00000237398.1",0,0,0,1,0,3,0,0,0
"ENSG00000230313.1",0,0,0,0,0,0,0,0,0
"ENSG00000204248.10",1,33,0,41,52,18,4,14,81
"ENSG00000204231.10",868,957,235,918,715,1028,577,874,940
"ENSG00000202441.2",0,0,0,0,0,0,0,0,0
"ENSG00000112473.17",7394,9250,4875,4504,3382,6779,3437,4626,4968
"ENSG00000204228.3",252,322,42,140,118,238,160,269,213
"ENSG00000199036.1",0,1,0,0,1,1,0,0,1
"ENSG00000204227.4",724,756,256,697,550,1001,532,557,786
"ENSG00000225463.1",0,0,0,0,0,0,0,0,0
"ENSG00000223457.1",0,0,0,0,0,0,0,0,0
"ENSG00000272217.1",5,4,11,10,6,5,7,4,5
"ENSG00000232940.5",23,7,0,49,20,24,39,29,41
"ENSG00000223501.8",1391,1655,887,1193,913,1593,1039,1308,1264
"ENSG00000231500.6",30601,33181,12196,10661,11160,17779,45472,21439,16677
"ENSG00000235863.3",196,207,54,218,110,320,95,177,104
"ENSG00000227057.9",782,909,510,439,436,643,802,723,769
"ENSG00000284517.1",0,0,0,0,0,0,0,0,0
"ENSG00000204220.11",458,514,432,230,199,375,397,371,306
"ENSG00000284064.1",0,0,0,0,0,0,0,0,0
"ENSG00000237441.9",3117,2946,423,2408,1411,2585,2635,1921,2042
"ENSG00000231925.11",4152,4690,3062,3450,2616,4922,3037,2924,5221
"ENSG00000236104.2",720,764,213,492,299,589,358,394,396
"ENSG00000204209.12",793,889,457,600,482,718,613,693,692
"ENSG00000285064.1",0,0,0,0,0,1,0,0,0
"ENSG00000229596.3",0,0,0,0,0,0,0,0,0
"ENSG00000228285.2",0,0,0,1,0,0,1,5,0
"ENSG00000225644.1",0,0,0,0,0,0,0,0,0
"ENSG00000237649.7",190,89,112,42,49,14,85,17,37
"ENSG00000204194.1",0,0,1,1,0,5,1,2,3
"ENSG00000112511.17",1123,1109,144,1095,896,1145,366,971,918
"ENSG00000112514.15",1769,1911,763,895,503,1411,1172,1003,1020
"ENSG00000197283.16",132,147,98,313,314,287,71,207,254
"ENSG00000274259.2",0,2,9,2,12,0,1,9,2
"ENSG00000284256.1",0,0,0,0,0,1,0,0,0
"ENSG00000213588.5",1,0,0,0,0,0,0,0,0
"ENSG00000204188.7",0,0,0,0,0,0,0,0,0
"ENSG00000242014.3",0,0,0,0,0,0,0,0,0
"ENSG00000276746.1",0,1,0,0,3,0,0,0,0
"ENSG00000030110.12",229,279,6,205,108,194,177,179,234
"ENSG00000197251.3",0,0,0,0,0,0,0,0,0
"ENSG00000096433.10",2129,2188,1375,2697,1457,2561,2221,1674,2632
"ENSG00000137288.9",805,654,323,420,357,615,452,440,482
"ENSG00000266509.1",0,0,0,1,0,0,0,0,0
"ENSG00000161896.11",20,107,12,43,47,120,5,88,39
"ENSG00000161904.11",985,1021,390,739,586,889,602,787,808
"ENSG00000096395.10",0,0,0,0,0,0,0,0,0
"ENSG00000249346.6",0,0,0,1,0,0,0,0,0
"ENSG00000271362.1",0,0,0,0,0,0,0,0,0
"ENSG00000233183.2",0,0,0,0,0,0,0,0,0
"ENSG00000276824.1",0,0,0,0,0,0,0,0,0
"ENSG00000221697.1",0,0,0,0,1,0,0,0,0
"ENSG00000124493.13",0,0,0,4,0,1,0,2,2
"ENSG00000271231.1",0,0,0,0,0,0,0,0,0
"ENSG00000214810.4",0,0,0,0,0,0,1,0,0
"ENSG00000137309.19",570,441,128,341,272,342,396,473,404
"ENSG00000276404.1",0,0,0,0,0,0,2,1,1
"ENSG00000186577.13",301,178,9,113,79,196,81,156,82
"ENSG00000225339.3",140,80,93,31,36,45,10,31,33
"ENSG00000220583.1",7,1,4,3,2,2,5,2,0
"ENSG00000272325.1",3750,3806,2843,1767,1336,2545,1069,2076,1674
"ENSG00000270800.3",0,0,0,0,0,0,0,0,0
"ENSG00000124614.15",66,47,47,54,22,58,84,53,61
"ENSG00000124507.10",49,28,36,23,15,25,22,3,20
"ENSG00000124664.10",10282,5844,1035,5487,4122,5904,3841,3109,3002
"ENSG00000196114.3",0,2,0,7,5,1,0,1,2
"ENSG00000196821.9",3830,3182,2186,2113,1546,3268,2231,2522,2376
"ENSG00000216636.1",0,2,0,2,0,1,0,6,0
"ENSG00000265123.2",2,2,10,0,7,5,1,7,2
"ENSG00000220643.1",0,0,0,0,0,0,0,0,0
"ENSG00000272288.5",80,68,33,27,25,57,56,61,38
"ENSG00000186328.4",0,0,0,0,0,0,0,0,0
"ENSG00000217130.1",4,6,2,1,1,1,7,2,4
"ENSG00000124562.9",886,1023,997,427,355,771,697,625,569
"ENSG00000065060.16",2722,2359,1647,1413,972,1943,1725,1456,1505
"ENSG00000206717.1",1,3,0,1,1,2,6,0,1
"ENSG00000252106.2",0,0,0,0,0,0,0,0,0
"ENSG00000064995.17",747,724,408,523,473,677,488,617,619
"ENSG00000064999.14",1370,1306,826,1068,763,1273,751,949,1072
"ENSG00000187762.5",46,23,5,21,15,22,13,18,29
"ENSG00000273870.1",0,0,0,0,0,0,0,0,0
"ENSG00000124678.17",3,7,0,3,0,6,0,2,1
"ENSG00000146197.8",68,193,63,111,105,197,22,34,131
"ENSG00000272374.1",30,26,56,88,42,107,33,54,74
"ENSG00000065029.14",877,945,189,834,616,996,468,674,822
"ENSG00000217004.1",0,0,0,0,0,0,0,0,0
"ENSG00000023892.10",517,520,281,562,478,597,224,405,375
"ENSG00000112033.13",718,578,206,820,749,681,201,472,648
"ENSG00000227154.4",1,0,0,0,0,0,0,0,0
"ENSG00000112039.4",79,120,40,106,58,99,107,149,75
"ENSG00000198755.10",16137,20351,9084,7905,6985,13049,23112,13043,10535
"ENSG00000276712.1",4,1,0,5,1,0,11,9,5
"ENSG00000007866.20",1029,1135,284,893,748,967,404,721,1379
"ENSG00000112041.12",0,5,0,4,4,1,2,0,5
"ENSG00000228559.1",5,5,0,2,0,1,0,0,0
"ENSG00000219023.1",10,11,4,3,4,5,17,7,4
"ENSG00000096060.14",36669,23046,20616,11980,7419,14574,6303,14444,20278
"ENSG00000218749.1",0,0,0,0,0,0,0,0,0
"ENSG00000212579.1",0,0,1,0,13,2,0,0,3
"ENSG00000265527.1",42,26,6,133,61,70,7,75,147
"ENSG00000232909.1",1,0,0,0,0,0,0,0,0
"ENSG00000157343.8",36,15,0,22,29,7,14,11,14
"ENSG00000220734.1",0,0,0,0,0,0,0,0,0
"ENSG00000196748.9",0,0,0,0,0,0,0,0,0
"ENSG00000204140.9",0,0,0,0,0,0,0,0,0
"ENSG00000137392.9",0,0,0,0,0,0,0,0,0
"ENSG00000197753.9",0,0,0,0,0,0,0,0,0
"ENSG00000096063.15",1888,1984,2005,974,824,1105,1284,1597,1587
"ENSG00000112053.13",2,9,0,6,3,2,5,5,1
"ENSG00000271304.2",0,0,0,0,2,0,0,3,1
"ENSG00000112062.10",1272,1701,1090,1088,827,1235,1235,1282,1247
"ENSG00000237719.1",0,0,0,0,0,0,0,0,0
"ENSG00000156711.16",1341,1357,528,1156,800,1332,158,1412,948
"ENSG00000246982.6",27,17,60,37,15,27,23,20,19
"ENSG00000096070.19",2350,1809,1441,1695,1299,1984,897,1259,1615
"ENSG00000180316.12",1,4,0,1,2,2,0,0,1
"ENSG00000189325.6",3,1,0,1,25,2,1,5,13
"ENSG00000010030.13",169,66,33,34,49,37,20,48,76
"ENSG00000224666.3",1,2,0,2,5,5,1,3,6
"ENSG00000179165.10",2,4,0,0,1,5,5,2,2
"ENSG00000112078.13",3536,3680,2460,2134,1677,2911,2783,2193,2260
"ENSG00000240733.3",1,2,0,11,19,2,1,3,2
"ENSG00000112079.8",931,1091,1540,944,684,892,695,1066,1131
"ENSG00000239964.3",0,0,0,0,0,0,0,0,0
"ENSG00000112081.16",6889,7625,4407,3349,3383,5707,4797,5938,6502
"ENSG00000263894.1",0,0,0,0,0,0,0,0,0
"ENSG00000238554.1",0,0,0,0,2,0,0,0,0
"ENSG00000251864.1",0,0,0,0,0,0,0,0,0
"ENSG00000281450.1",0,0,0,0,0,0,0,0,0
"ENSG00000213500.3",4,0,1,0,2,0,0,0,0
"ENSG00000124762.13",8524,2111,329,615,476,905,348,1168,1800
"ENSG00000285244.1",4,0,0,0,0,0,0,0,0
"ENSG00000255587.8",11,3,0,8,2,6,0,5,6
"ENSG00000220349.4",0,1,0,0,0,0,0,0,4
"ENSG00000124772.11",6,24,11,24,21,6,5,13,19
"ENSG00000285888.1",0,0,0,0,0,1,0,0,0
"ENSG00000137168.7",845,780,650,275,337,533,395,528,498
"ENSG00000198663.16",5314,6085,3265,3210,2690,5385,2895,4279,3861
"ENSG00000232598.2",0,0,0,0,0,0,0,0,0
"ENSG00000164530.14",44,15,0,15,36,37,36,50,9
"ENSG00000137409.19",4613,5557,980,3123,2534,4725,2425,4204,3633
"ENSG00000146192.14",69,137,5,116,128,86,34,74,201
"ENSG00000226976.3",20,15,7,6,5,14,8,15,6
"ENSG00000216412.4",0,0,0,0,0,0,0,0,0
"ENSG00000137193.13",455,392,115,206,228,322,173,388,335
"ENSG00000172738.11",11,28,22,15,3,8,3,17,35
"ENSG00000065491.8",545,705,369,472,374,624,396,580,617
"ENSG00000275550.1",0,0,0,0,0,0,0,0,0
"ENSG00000112130.16",421,484,415,273,304,425,325,361,343
"ENSG00000239953.3",0,0,0,0,0,2,0,1,1
"ENSG00000137200.12",1411,1568,663,1071,863,1525,1001,1307,1489
"ENSG00000198937.8",288,328,214,183,149,245,180,150,163
"ENSG00000204110.6",0,0,0,1,0,0,2,5,2
"ENSG00000229559.2",0,0,0,0,0,0,0,0,0
"ENSG00000227920.2",0,0,0,1,4,0,0,3,0
"ENSG00000263926.1",0,0,0,0,0,0,0,0,0
"ENSG00000279942.1",0,0,0,0,0,0,0,0,1
"ENSG00000112139.15",8,42,27,80,80,24,14,51,28
"ENSG00000225945.1",1,1,0,0,0,5,3,6,6
"ENSG00000156639.11",1525,1596,751,1288,925,1708,689,1180,1327
"ENSG00000243313.2",0,0,0,0,0,0,0,0,0
"ENSG00000200597.1",17,10,10,16,10,19,4,15,27
"ENSG00000218521.1",0,0,0,0,0,0,0,0,0
