"","M_B_RNA1","M_B_RNA2","M_B_RNA4","M_W_RNA6","M_B_RNA8","M_B_RNA9","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17","M_B_RNA19","M_B_RNA20"
"ENSG00000224613.6",0,0,0,0,1,0,0,1,0,0,1,3
"ENSG00000222069.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185946.15",229,151,117,472,1089,365,775,754,380,923,790,1200
"ENSG00000240038.6",201,110,276,97,281,143,157,259,137,429,131,587
"ENSG00000236085.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243480.7",0,0,0,0,0,0,0,0,0,2,0,3
"ENSG00000237763.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234441.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174876.16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227408.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187733.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225191.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215869.4",1,0,0,21,70,0,0,0,0,0,0,0
"ENSG00000228347.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285981.1",1,0,0,0,0,1,14,0,0,0,0,0
"ENSG00000225036.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230768.8",0,0,0,0,4,0,0,0,0,0,1,0
"ENSG00000227850.1",0,0,5,2,1,0,0,1,1,0,3,0
"ENSG00000237897.2",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232952.1",8,8,3,3,0,1,1,2,2,3,0,2
"ENSG00000233047.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237480.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230932.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270342.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000270976.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233449.1",0,0,0,0,4,0,24,5,0,6,2,3
"ENSG00000232551.2",0,0,0,2,13,0,5,9,0,25,11,6
"ENSG00000237460.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198890.8",114,165,154,1100,720,109,975,380,785,540,1062,434
"ENSG00000162631.18",50,34,50,441,615,25,370,177,51,292,1485,289
"ENSG00000224550.1",1,1,0,4,1,0,0,0,1,1,1,1
"ENSG00000134215.15",87,97,120,329,594,104,356,427,122,852,121,1340
"ENSG00000275455.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230489.1",0,0,0,0,0,0,0,3,0,0,0,3
"ENSG00000226822.2",1,0,0,2,4,0,0,1,2,1,4,2
"ENSG00000085491.16",147,172,311,1326,981,250,1390,800,952,1245,918,1200
"ENSG00000260879.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000280186.1",0,0,0,8,0,0,26,3,3,5,9,4
"ENSG00000196427.13",0,0,0,0,0,0,0,0,0,3,18,0
"ENSG00000238122.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241361.8",0,0,0,1,4,0,12,0,0,0,11,0
"ENSG00000243967.4",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000238118.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186086.18",0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000283354.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000227832.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226483.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162636.15",227,166,211,1104,900,183,753,1076,781,1125,892,1851
"ENSG00000162639.15",21,1,57,278,175,14,181,78,162,183,116,132
"ENSG00000285923.1",0,0,0,4,0,0,0,2,5,1,5,2
"ENSG00000134186.11",286,339,267,1160,1451,393,1917,1136,898,1303,1222,1222
"ENSG00000143107.8",0,0,0,0,2,0,7,0,0,0,0,0
"ENSG00000232971.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116266.10",300,243,334,1937,2226,319,3021,1140,1075,1782,1286,1768
"ENSG00000228076.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162641.18",0,0,0,2,0,1,0,1,1,2,1,3
"ENSG00000274068.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203897.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121957.13",94,149,80,183,383,180,361,242,200,855,54,488
"ENSG00000121940.15",827,742,608,2629,2816,450,4051,1331,1829,2072,2248,1945
"ENSG00000085433.15",158,117,113,647,576,152,591,361,343,558,1151,456
"ENSG00000237349.1",0,0,0,1,0,0,0,1,2,4,9,0
"ENSG00000244716.3",15,2,10,49,21,6,10,16,67,30,11,45
"ENSG00000228665.2",6,1,6,3,0,1,0,0,3,5,0,0
"ENSG00000228054.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197780.9",100,118,68,734,710,122,916,467,284,560,443,390
"ENSG00000273382.1",4,6,4,52,38,19,67,20,27,36,80,30
"ENSG00000215717.5",549,458,483,2288,2425,244,1544,1363,1325,2238,1327,1782
"ENSG00000278249.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270066.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251484.3",0,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000179902.12",0,1,0,2,3,0,0,1,11,0,7,0
"ENSG00000116299.16",6758,4880,3348,17399,20332,2937,8663,7377,15228,14563,3215,10511
"ENSG00000031698.12",838,963,607,2883,2106,579,2301,1485,2314,2522,1778,2007
"ENSG00000143126.7",447,663,420,513,795,222,142,775,617,923,175,1559
"ENSG00000134222.16",23,44,12,54,37,28,20,48,48,65,24,72
"ENSG00000221986.6",0,2,0,2,0,2,0,0,0,5,1,1
"ENSG00000134243.11",983,813,836,4030,2907,738,2644,1593,2809,3574,1432,2116
"ENSG00000143106.12",353,318,445,1694,1185,220,1231,723,1575,1426,832,998
"ENSG00000143028.8",14,10,23,32,52,15,6,37,21,17,56,39
"ENSG00000162650.16",16,49,32,41,42,47,13,47,50,35,91,55
"ENSG00000174151.14",72,45,54,310,153,121,74,91,240,184,223,261
"ENSG00000181754.6",309,176,250,1105,792,109,568,316,395,681,707,497
"ENSG00000156097.12",1,0,0,0,0,0,0,1,0,1,1,3
"ENSG00000254942.1",1,0,0,0,0,0,0,0,0,2,3,0
"ENSG00000065135.10",569,424,372,3802,2788,473,2567,1660,2104,2585,2050,2295
"ENSG00000206832.1",1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000225113.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284443.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134183.11",0,0,0,3,3,2,0,0,2,1,3,3
"ENSG00000116337.15",186,408,225,597,348,441,248,431,493,372,482,468
"ENSG00000228703.1",0,0,0,0,3,0,0,3,0,0,0,0
"ENSG00000235045.2",2,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000168765.16",83,175,110,168,312,142,90,341,124,217,117,378
"ENSG00000213366.12",85,304,58,66,267,125,48,460,38,258,38,533
"ENSG00000134184.12",141,222,1,345,515,132,1,386,35,0,1,1792
"ENSG00000260246.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134201.11",29,32,53,16,46,32,13,79,27,62,6,108
"ENSG00000241720.2",0,0,0,0,0,2,0,1,0,0,0,0
"ENSG00000134202.10",309,488,328,1551,2154,143,707,1316,322,877,301,1266
"ENSG00000198758.10",1,3,0,3,5,0,0,0,0,8,0,4
"ENSG00000224927.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228420.1",0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000235005.1",1,0,0,0,0,0,0,2,0,0,0,1
"ENSG00000261055.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000184371.13",142,341,243,327,228,170,123,303,121,352,102,374
"ENSG00000168710.17",1176,930,747,4239,3015,702,3591,2240,3391,3455,2418,2680
"ENSG00000143093.14",468,347,391,1689,1075,355,783,584,664,1073,940,842
"ENSG00000258634.3",43,48,20,396,229,125,165,139,188,195,218,260
"ENSG00000156150.7",0,0,0,0,0,0,0,0,0,1,0,1
"ENSG00000258673.1",0,0,9,0,1,0,0,0,0,1,1,0
"ENSG00000186150.4",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000197106.6",5,0,0,189,9,3,20,13,1,3,94,0
"ENSG00000227091.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235526.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224965.1",3,0,0,2,0,2,0,2,1,2,1,5
"ENSG00000116396.14",99,307,78,67,187,110,89,292,44,219,68,660
"ENSG00000282852.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000200536.1",3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227963.1",1,0,0,6,6,1,10,1,3,8,3,1
"ENSG00000162775.14",271,374,230,1182,956,377,685,729,903,856,971,1008
"ENSG00000224699.8",31,50,37,83,128,43,148,128,146,160,170,179
"ENSG00000168679.17",27,27,116,60,124,63,93,135,53,183,15,161
"ENSG00000273373.1",46,61,25,97,196,43,219,155,173,166,249,286
"ENSG00000134248.13",187,119,132,1499,1145,124,3187,549,729,867,428,611
"ENSG00000143125.5",25,19,80,12,5,0,26,538,12,12,1,5
"ENSG00000270380.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282887.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283999.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240194.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235407.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143105.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177301.14",23,12,14,12,8,1,12,40,6,17,3,21
"ENSG00000259834.1",3,1,0,14,18,22,28,42,21,17,7,114
"ENSG00000177272.8",1,28,0,9,3,9,14,12,12,4,0,38
"ENSG00000199710.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237415.2",0,5,2,0,8,0,0,0,0,0,0,1
"ENSG00000232791.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143119.13",107,96,90,152,145,90,172,183,160,175,47,302
"ENSG00000261654.1",6,0,12,83,34,14,69,14,34,50,16,69
"ENSG00000232811.1",0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000121931.15",139,118,167,937,823,285,1310,498,560,718,722,599
"ENSG00000273010.1",1,0,0,12,0,0,0,2,7,4,0,0
"ENSG00000225672.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252760.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156171.14",265,116,153,1267,798,183,1336,542,756,700,509,786
"ENSG00000134255.13",220,188,218,1081,1217,195,1090,650,956,1173,903,1314
"ENSG00000272982.1",0,0,0,0,5,0,0,1,0,8,0,5
"ENSG00000273221.1",9,20,0,17,32,6,29,35,9,35,17,56
"ENSG00000162777.16",266,222,279,469,602,141,410,383,132,781,391,751
"ENSG00000064886.13",57,29,26,91,11,14,21,84,44,14,3,341
"ENSG00000236040.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203878.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134216.18",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000229283.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232240.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173947.13",273,108,164,885,736,20,84,325,138,492,424,336
"ENSG00000234020.1",0,0,0,0,1,0,0,0,0,4,0,0
"ENSG00000236012.2",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000227179.6",0,0,0,1,15,1,0,1,0,5,6,0
"ENSG00000085465.12",104,85,0,543,214,89,247,77,250,114,165,109
"ENSG00000260948.1",20,18,8,53,90,14,128,55,75,52,112,88
"ENSG00000233337.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243960.1",0,1,9,15,26,4,10,10,10,22,32,20
"ENSG00000116455.13",184,166,72,708,441,98,179,235,429,393,432,299
"ENSG00000199890.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116459.10",960,758,796,3751,3115,439,4098,1719,3363,3385,2341,2530
"ENSG00000143110.11",36,31,1,34,35,39,55,42,17,69,35,118
"ENSG00000121933.18",8,0,0,8,0,0,0,5,6,4,4,5
"ENSG00000200360.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282608.1",2,12,0,16,16,6,0,22,25,29,2,31
"ENSG00000116473.14",294,240,490,1476,1258,338,1778,1263,795,1270,720,1172
"ENSG00000231346.5",0,1,6,4,5,3,1,4,0,4,1,5
"ENSG00000215867.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201028.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197852.10",0,15,1,4,2,0,0,2,0,5,5,2
"ENSG00000284755.1",0,0,0,6,0,3,0,0,0,0,5,1
"ENSG00000227811.2",3,0,0,0,0,2,0,6,0,6,0,6
"ENSG00000284830.1",0,0,0,6,0,1,0,0,2,4,15,4
"ENSG00000064703.11",194,197,253,977,695,128,719,408,510,703,470,730
"ENSG00000171385.9",801,739,639,5534,3153,500,8193,1704,954,2247,4013,2064
"ENSG00000232558.1",2,5,0,8,10,11,6,9,2,14,27,22
"ENSG00000237556.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231437.3",20,52,0,29,25,13,0,12,9,10,18,21
"ENSG00000231246.1",1,15,8,9,15,1,0,17,1,11,1,4
"ENSG00000234388.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238761.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143079.14",457,357,428,1833,1917,420,1233,979,1070,1391,1249,1484
"ENSG00000283296.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134245.17",72,136,67,173,174,159,91,496,161,553,107,183
"ENSG00000273483.1",5,6,0,2,0,6,0,3,0,1,1,4
"ENSG00000007341.18",248,165,139,954,990,274,846,438,617,897,714,771
"ENSG00000116489.12",805,569,732,4402,3920,713,3479,2378,3182,4035,3399,3451
"ENSG00000235299.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252750.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155363.18",523,611,280,1464,1194,779,382,886,976,1298,1109,1085
"ENSG00000225075.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000155366.16",908,966,490,2459,1506,497,326,1509,746,1863,983,1224
"ENSG00000271810.5",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000155367.15",12,2,0,78,27,32,0,12,5,23,10,28
"ENSG00000261595.1",0,0,0,2,4,1,0,1,0,1,1,0
"ENSG00000184599.13",0,3,0,2,1,2,0,1,0,1,2,5
"ENSG00000234790.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215866.7",0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000224167.1",0,0,0,2,0,1,0,1,3,1,0,0
"ENSG00000228040.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155380.11",393,176,282,5027,2404,151,1172,819,635,1189,1750,570
"ENSG00000229020.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226419.7",44,45,37,56,55,60,47,96,25,32,49,89
"ENSG00000238198.1",2,1,0,3,10,6,8,4,2,18,0,4
"ENSG00000198799.11",765,556,367,1275,2033,437,1485,1503,1339,2003,1270,2378
"ENSG00000237278.2",0,0,0,0,0,0,2,0,1,0,0,0
"ENSG00000233839.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236887.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000081026.18",469,231,553,3491,2679,728,3564,922,1171,1195,2276,1208
"ENSG00000232499.2",4,8,1,20,38,4,47,3,2,16,42,28
"ENSG00000238256.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116793.15",144,153,91,500,436,136,477,356,197,363,368,382
"ENSG00000232450.1",8,2,0,13,10,6,18,9,5,20,28,10
"ENSG00000081019.13",472,331,300,1462,1972,305,1589,1188,1266,1674,953,1855
"ENSG00000231128.5",1,0,0,2,0,0,0,0,0,0,0,1
"ENSG00000134242.15",13,15,77,68,94,88,107,149,62,141,29,272
"ENSG00000226167.1",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000188761.12",25,9,11,12,26,9,29,26,19,100,26,69
"ENSG00000134262.12",103,85,148,266,289,71,219,202,326,350,210,321
"ENSG00000118655.5",57,68,54,181,99,36,153,86,199,117,136,144
"ENSG00000235527.6",1,6,11,6,7,0,8,6,16,7,20,11
"ENSG00000163349.21",1366,1063,1355,4636,4507,682,3691,2696,3027,4476,3175,3733
"ENSG00000116774.11",167,165,193,373,351,166,160,556,263,443,40,299
"ENSG00000270780.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282048.1",3,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000134207.16",1,10,5,11,16,3,26,51,82,76,4,14
"ENSG00000232895.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271419.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197323.11",1289,1017,765,4761,4850,839,6736,3153,3951,4013,3423,3638
"ENSG00000226984.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225650.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201114.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236480.1",7,0,13,5,0,0,0,0,1,0,1,0
"ENSG00000116752.5",189,153,230,966,1042,117,1166,566,811,1014,526,786
"ENSG00000175984.14",99,87,259,366,490,68,272,300,182,657,189,643
"ENSG00000116748.21",0,0,0,11,19,3,5,0,0,0,1,8
"ENSG00000242769.3",0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000213281.4",439,345,367,2310,1698,258,1865,1141,1913,1498,1394,1464
"ENSG00000009307.15",6328,4888,6174,25748,19318,4883,29861,12941,23328,21661,13616,17396
"ENSG00000201900.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000052723.11",278,174,185,1415,1491,290,1737,890,1205,1141,944,1249
"ENSG00000227970.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198765.11",0,0,0,3,0,0,15,1,0,0,3,0
"ENSG00000134200.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134198.9",85,44,149,195,407,225,226,475,175,499,36,412
"ENSG00000233730.1",0,0,0,3,8,0,5,2,4,0,2,0
"ENSG00000285698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228035.1",0,0,0,1,0,0,0,0,0,1,0,1
"ENSG00000134259.3",6,0,0,1,2,4,0,3,3,2,0,7
"ENSG00000226973.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274468.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229101.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232185.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270631.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239984.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207502.1",0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000173218.14",455,304,257,1129,1112,164,526,536,1349,1129,734,1213
"ENSG00000118729.11",4,1,65,54,42,36,8,38,17,26,11,6
"ENSG00000177551.5",0,0,0,0,8,1,2,7,0,17,1,9
"ENSG00000214204.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271143.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228127.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163393.12",48,91,36,60,144,49,74,116,231,228,46,210
"ENSG00000237993.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173212.4",56,31,26,60,113,28,174,54,242,242,16,137
"ENSG00000235933.1",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000221040.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163399.15",5533,4788,5270,24730,21476,3750,11555,9438,18825,24074,5636,14723
"ENSG00000203865.9",31,41,25,90,84,24,55,69,102,81,50,108
"ENSG00000212385.1",5,0,0,6,4,0,0,2,2,6,3,1
"ENSG00000233154.5",0,0,0,11,1,9,0,4,0,5,4,1
"ENSG00000230381.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200547.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224950.2",1,0,0,4,12,10,0,2,6,15,2,15
"ENSG00000116815.15",56,20,22,299,310,74,367,191,188,233,92,257
"ENSG00000177173.5",6,3,4,20,41,24,18,38,8,30,14,30
"ENSG00000264419.1",0,0,0,0,5,0,0,1,0,6,0,0
"ENSG00000143061.17",636,623,401,1326,1277,306,581,811,936,1506,1004,2081
"ENSG00000211543.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203864.3",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000231072.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223489.1",6,0,2,1,1,0,1,3,0,8,0,0
"ENSG00000116824.4",51,20,43,34,69,74,120,109,49,75,11,269
"ENSG00000225079.2",0,0,0,2,0,0,0,4,2,2,0,9
"ENSG00000272715.1",0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000134247.9",907,836,1070,2715,2381,718,1634,1524,2068,2476,554,2376
"ENSG00000252510.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134256.12",23,16,22,30,45,19,68,45,41,40,31,105
"ENSG00000236137.1",7,0,0,22,13,11,11,5,9,3,44,13
"ENSG00000116830.11",148,180,195,570,314,386,642,398,449,485,556,510
"ENSG00000215930.1",0,0,0,0,0,0,0,1,1,1,3,0
"ENSG00000134253.9",45,63,39,98,122,75,87,130,156,127,107,257
"ENSG00000228453.1",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000134258.16",146,82,114,171,195,117,57,228,53,603,26,753
"ENSG00000277141.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235202.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271427.1",0,0,0,13,13,5,19,6,4,8,10,17
"ENSG00000198162.12",1433,952,1050,5819,5487,890,8219,3069,3159,4473,2908,4531
"ENSG00000279513.1",0,1,0,30,24,9,29,22,15,33,30,52
"ENSG00000226755.2",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000236866.5",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000183508.4",1034,1387,418,2706,2876,311,1961,1512,312,2444,1320,4535
"ENSG00000213262.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212266.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270719.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228217.1",2,5,0,4,3,0,2,3,3,1,3,1
"ENSG00000196505.10",548,337,520,2239,2010,430,2486,1297,1408,1911,1445,1769
"ENSG00000065183.15",324,409,412,1869,1252,289,1832,649,1991,1345,929,1239
"ENSG00000155761.13",5,9,0,8,39,4,0,19,1,16,24,17
"ENSG00000222209.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226126.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229911.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092607.14",3,2,0,83,28,4,253,5,30,7,185,1
"ENSG00000226172.2",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000239216.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116874.11",159,176,115,975,727,131,895,330,773,697,576,570
"ENSG00000224238.2",0,0,0,28,4,0,0,1,0,3,0,4
"ENSG00000223575.2",0,9,0,5,0,6,0,10,0,8,13,7
"ENSG00000236804.1",4,1,0,13,25,0,14,16,5,24,33,19
"ENSG00000231365.5",98,73,84,483,313,147,455,284,252,372,367,333
"ENSG00000227056.2",0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000227712.1",1,0,0,2,0,1,10,0,0,1,7,1
"ENSG00000232650.5",0,0,0,1,1,0,0,0,0,0,2,3
"ENSG00000194297.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116882.14",0,0,0,2,0,0,11,3,1,1,2,2
"ENSG00000230921.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203859.9",0,5,0,0,2,0,0,0,0,0,0,0
"ENSG00000232780.2",0,0,0,2,0,0,0,2,0,6,0,0
"ENSG00000203858.3",0,0,0,2,4,3,0,0,0,0,1,0
"ENSG00000235595.1",0,0,0,0,0,2,0,0,0,1,0,0
"ENSG00000187481.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229570.2",0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000203857.9",0,0,0,1,9,1,0,4,0,1,0,0
"ENSG00000226443.3",2,0,0,1,2,1,0,1,0,0,1,4
"ENSG00000249798.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239873.2",0,0,0,1,3,4,0,4,0,6,1,3
"ENSG00000203855.7",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000240244.3",8,0,0,2,4,8,0,3,1,19,0,6
"ENSG00000260941.1",3,3,0,22,26,8,11,8,2,38,9,18
"ENSG00000198857.3",0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000143067.4",253,249,119,2204,1424,437,1347,700,1158,1337,754,595
"ENSG00000092621.12",1458,1186,604,1335,2478,251,401,1688,943,2199,1114,2418
"ENSG00000134240.11",882,434,892,6312,3001,1320,823,312,124,1653,870,948
"ENSG00000134193.14",0,10,11,55,76,8,1,11,359,200,19,18
"ENSG00000215864.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227205.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226446.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000134249.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261662.1",38,34,11,185,93,13,160,46,62,108,86,72
"ENSG00000134250.19",4830,4286,3588,18047,14943,3575,11342,6981,12755,17537,11805,11934
"ENSG00000273406.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207149.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265808.3",570,428,439,2954,3267,485,1967,1537,2134,2527,1934,1897
"ENSG00000274642.1",0,4,0,1,0,0,0,1,1,0,0,0
"ENSG00000277313.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223804.5",18,13,13,43,26,6,19,23,12,19,8,8
"ENSG00000273727.1",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000270392.2",0,0,0,1,1,0,0,0,3,0,1,2
"ENSG00000270231.3",95,103,105,485,242,214,273,143,386,310,322,164
"ENSG00000275131.3",111,190,62,174,258,233,107,190,130,234,215,259
"ENSG00000273694.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000275933.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273136.6",142,158,30,525,253,57,318,366,233,782,141,139
"ENSG00000275538.1",50,83,13,17,42,1,13,5,1,0,0,0
"ENSG00000263353.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281741.2",0,0,0,2,0,0,0,0,0,6,0,0
"ENSG00000226067.6",21,27,0,86,66,24,76,34,34,49,7,14
"ENSG00000277610.1",2,0,3,1,4,0,0,3,1,4,0,8
